LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,10598;-0,222829;-0,266058;-0,342002;0,000903169;0,683541;0,883592;1;0,974288;0,853191;0,998958;0,732457;0,664944;Ventral;Green
-0,0319073;-0,0193288;-0,102774;0,137365;0,34325;0,709223;0,760725;1;0,89662;0,830037;0,704569;0,510298;0,669606;Ventral;Green
0,125009;0,0891394;0,100005;0,265647;0,22559;0,835389;1;0,901388;0,968693;0,938676;0,852796;0,835991;0,668306;Ventral;Green
-0,199459;0,223643;-0,00877996;0,187364;0,040566;0,570173;1;0,795803;0,928554;0,700507;0,687526;0,44849;0,538914;Ventral;Green
-0,0501258;-0,151672;0,0943257;-0,0557807;0,292949;0,581236;0,788503;1;0,965918;0,847085;0,692437;0,438079;0,604771;Ventral;Green
-0,210444;-0,21215;0,0533321;0,300529;-0,0119676;0,446246;0,829331;0,81974;1;0,632466;0,822584;0,554883;0,403931;Ventral;Green
-0,0519534;-0,107591;-0,13537;-0,157158;0,362671;0,87467;1;0,797563;0,78706;0,65387;0,624521;0,629906;0,563973;Ventral;Green
0,0373958;0,169736;-0,100253;-0,0636571;-0,054249;0,668355;0,790898;1;0,832926;0,6752;0,507343;0,492137;0,706762;Ventral;Green
0,44579;0,243179;0,143033;-0,102161;-0,0688559;0,557807;0,754869;0,69732;1;0,585789;0,520145;0,58519;0,624593;Ventral;Green
-0,132072;-0,0687015;0,0745629;0,0432174;0,0557395;0,575344;0,744462;0,798184;1;0,523901;0,524431;0,647581;0,216463;Ventral;Green
0,385444;0,352025;0,357337;0,0664278;0,544948;0,774945;0,886153;1;0,963174;0,869532;0,803945;0,665692;0,524197;Ventral;Green
-0,32704;-0,0740692;-0,214024;-0,138307;-0,0860045;0,855788;0,710434;0,70735;1;0,809929;0,806009;0,522724;0,670916;Ventral;Green
